Subject Title,Subject Code
Learning Area Health Education (SI) 3,EDUC91275
Learning Area History (SI) 3,EDUC91276
Learning Area Humanities (SI) 3,EDUC91277
Learning Area Languages (SI) 3,EDUC91279
Learning Area Legal Studies (SI) 3,EDUC91280
Learning Area Mathematics (SI) 3,EDUC91281
Learning Area Media Studies (SI) 3,EDUC91282
Learning Area Music (SI) A3,EDUC91283
Learning Area Music (SI) B3,EDUC91284
Learning Area Physical Education (SI) 3,EDUC91285
Learning Area Physics (SI) 3,EDUC91286
Learning Area Politics (SI) 3,EDUC91287
Learning Area Psychology (SI) 3,EDUC91288
Learning Area Science (SI) 3,EDUC91289
Learning Area Visual Arts & Des (SI) A3,EDUC91291
Learning Area Visual Arts & Des (SI) B3,EDUC91292
Foundations: Arts Teaching (SI),EDUC91293
Foundations: English Teaching (SI),EDUC91295
Foundations: Humanities Teaching (SI),EDUC91297
Foundations: Languages Teaching (SI),EDUC91298
Foundations: Mathematics Teaching (SI),EDUC91299
Foundations: Science Teaching (SI),EDUC91300
Foundations of Electrical Networks,ELEN20005
Digital Systems,ELEN20006
Electrical Device Modelling,ELEN30011
Signals and Systems,ELEN30012
Electronic System Implementation,ELEN30013
Analog and Digital Electronics Concepts,ELEN30014
PhD Research,ELEN80001
Directed Studies,ELEN90011
Introduction to Optimisation,ELEN90026
MPhil Research,ELEN90036
Advanced Communication Systems,ELEN90051
Advanced Signal Processing,ELEN90052
Electronic System Design,ELEN90053
Probability and Random Models,ELEN90054
Electronic Circuit Design,ELEN90056
Communication Systems,ELEN90057
Signal Processing,ELEN90058
Lightwave Systems,ELEN90059
Power System Analysis,ELEN90060
Communication Networks,ELEN90061
High Speed Electronics,ELEN90062
Advanced Control Systems,ELEN90064
Embedded System Design,ELEN90066
Electrical Power Systems,ELEN90069
Introduction to Power Engineering,ELEN90074
Power Electronics,ELEN90075
Grid Integration of Renewables,ELEN90077
Electrical Engineering Research Project,ELEN90083
System Optimisation & Machine Learning,ELEN90088
Communication Design Clinic,ELEN90089
Autonomous Systems Clinic,ELEN90090
Semiconductor Devices,ELEN90091
Low-carbon Grids: Operation & Economics,ELEN90092
Microprocessor Design Clinic,ELEN90093
Large Data Methods & Applications,ELEN90094
AI for Robotics,ELEN90095
Hardware Accelerated Computing,ELEN90096
Earth Processes for Engineering,ENEN20002
Environmental Eng Systems Capstone,ENEN30001
Intro to Sustainable Water Management,ENEN30002
Environmental Systems Modelling & Design,ENEN30003
PhD Research,ENEN80001
Environmental Management ISO 14000,ENEN90005
Solid Wastes to Sustainable Resources,ENEN90006
Energy Efficiency Technology,ENEN90011
Sustainable Buildings,ENEN90014
Energy for Sustainable Development,ENEN90027
Monitoring Environmental Impacts,ENEN90028
Water and Waste Water Management,ENEN90029
Quantitative Environmental Modelling,ENEN90031
Environmental Analysis Tools,ENEN90032
Solar Energy,ENEN90033
International River Basin Management,ENEN90037
Engineering Hydrology,ENEN90038
Water Planning & an Uncertain Future,ENEN90040
Modern and Contemporary Literature,ENGL10001
Literature and Performance,ENGL10002
The Australian Imaginary,ENGL20009
"Romanticism, Feminism, Revolution",ENGL20020
The House of Fiction: Literary Realism,ENGL20025
Modern and Contemporary Theatre,ENGL20030
"Literature, Adaptation, Media",ENGL20031
"Poetry, Love, and Death",ENGL20032
Shakespeare in Performance,ENGL20033
The Theatre Experience,ENGL20034
Critical Debates,ENGL20035
Theatre Histories,ENGL20036
Global Literature and Postcolonialism,ENGL30006
Romancing the Medieval,ENGL30046
Performance and the World,ENGL30048
Exploring Irish Literature,ENGL30049
Comedy,ENGL30051
"English, Theatre & Contemporary Culture",ENGL30052
Renaissance Drama,ENGL30053
Medieval Passions,ENGL40003
Romanticism and Modernity,ENGL40007
Australian Theatre and Performance,ENGL40020
English & Theatre Studies Thesis Part 1,ENGL40026
English & Theatre Studies Thesis Part 2,ENGL40027
Exploring Joyce's Ulysses,ENGL40028
MA Research,ENGL70003
PhD Research,ENGL80001
Engineering Contracts and Procurement,ENGM90006
Project Management Practices,ENGM90007
Economic Analysis for Engineers,ENGM90011
Marketing Management for Engineers,ENGM90012
Strategy Execution for Engineers,ENGM90013
The World of Engineering Management,ENGM90014
Management and Leadership for Engineers,ENGM90015
Engineering Management Capstone,ENGM90016
Innovation Practice,ENGM90017
Engineering Technology and Society,ENGR10004
Statics,ENGR10005
Engineering Modelling and Design,ENGR10006
Engineering Materials and Mechanics,ENGR20003
Engineering Mechanics,ENGR20004
Numerical Methods in Engineering,ENGR20005
Fluid Mechanics,ENGR30002
Numerical Algorithms in Engineering,ENGR30004
Computational Fluid Dynamics,ENGR90024
Engineering Entrepreneurship,ENGR90026
Introduction to Energy Systems,ENGR90028
Analysing Energy Systems,ENGR90029
Non-Renewable Energy,ENGR90030
Energy Systems Project,ENGR90031
Energy Supply and Value Chains,ENGR90032
Internship,ENGR90033
Creating Innovative Engineering,ENGR90034
Leadership for Innovation,ENGR90036
Engineering Capstone Project Part 1,ENGR90037
Engineering Capstone Project Part 2,ENGR90038
Creating Innovative Professionals,ENGR90039
Engineering Research Project Part 1,ENGR90041
Engineering Research Project Part 2,ENGR90042
MechEng Summer Research Project,ENGR90043
Environmental Fluid Flow and Application,ENGR90044
Prototyping for Commercialisation,ENGR90050
Climate Change and Impacts,ENST10004
Exploring Science and Environment,ENST10005
Human Behaviour and Environment,ENST20001
Green Infrastructure Technologies,ENST30003
"Nature, Conservation and Society",ENST30004
Ecosystem & Forest Science Research Pt1,ENST40003
Ecosystem & Forest Science Research Pt1,ENST40005
Ecosystem & Forest Science Research Pt2,ENST40006
Ecosystem & Forest Science Research Pt2,ENST40007
Ecosystem & Forest Science Research Pt2,ENST40008
Social Impact Assessment and Evaluation,ENST90002
Climate Change Politics and Policy,ENST90004
Environmental Policy,ENST90005
Environmental Research Review (12.5),ENST90006
Environmental Research Project (25),ENST90007
Environmental Industry Research (50),ENST90020
Environmental Industry Research (25),ENST90025
Sustainability and Behaviour Change,ENST90032
Climate Change Mitigation,ENST90033
Adapting to Climate Change,ENST90034
Environmental Research Project - 25 Pt1,ENST90035
Environmental Research Project - 25 Pt2,ENST90036
Environmental Research Project - 50 Pt1,ENST90037
Environmental Research Project - 50 Pt2,ENST90038
Environmental Industry Research - 25 Pt1,ENST90039
Environmental Industry Research - 25 Pt2,ENST90040
Environmental Industry Research - 50 Pt1,ENST90041
Environmental Industry Research - 50 Pt2,ENST90042
Sustainable Landscapes,ENST90043
Analysing Ecosystems and Their Values,ENST90044
Spatial Tools for Ecosystem Management,ENST90045
Landscape Governance and Policy,ENST90046
Natural Environments,ENVS10001
Geoscience: Evolution of The Earth,ERTH10002
Dangerous Earth,ERTH20001
Environmental Geoscience,ERTH20002
Past Climates: Icehouse to Greenhouse,ERTH20003
Applied Geoscience,ERTH30002
Earth Sciences Research Project Pt1,ERTH40007
Earth Sciences Research Project Pt1,ERTH40008
Earth Sciences Research Project Pt1,ERTH40009
Earth Sciences Research Project Pt2,ERTH40010
Earth Sciences Research Project Pt2,ERTH40011
Earth Sciences Research Project Pt2,ERTH40012
Climate Modelling and Climate Change,ERTH90026
"Urban Soils, Substrates and Water",ERTH90028
Geology from Geophysics,ERTH90033
Earth Sciences Research Project Pt1,ERTH90035
Earth Sciences Research Project Pt1,ERTH90036
Earth Sciences Research Project Pt1,ERTH90037
Earth Sciences Research Project Pt1,ERTH90038
Earth Sciences Research Project Pt2,ERTH90040
Earth Sciences Research Project Pt2,ERTH90041
Earth Sciences Research Project Pt2,ERTH90042
Earth Sciences Research Project Pt3,ERTH90043
Earth Sciences Research Project Pt3,ERTH90044
Earth Sciences Research Project Pt3,ERTH90045
Earth Sciences Research Project Pt3,ERTH90046
Earth Sciences Research Project Pt4,ERTH90047
Earth Sciences Research Project Pt4,ERTH90048
Earth Sciences Research Project Pt4,ERTH90049
Earth Sciences Research Project Pt4,ERTH90050
Earth Sciences Research Project Pt4 Cnt.,ERTH90052
Earth Sciences Research Project Pt4 Cnt.,ERTH90053
Earth Sciences Research Project Pt4 Cnt.,ERTH90054
Earth Sciences Research Project Pt4 Cnt.,ERTH90055
Earth Sciences Research Project Pt 5,ERTH90056
Earth Sciences Research Project Pt 5,ERTH90057
Earth Sciences Research Project Pt 5,ERTH90058
Earth Sciences Research Project Pt 5,ERTH90059
Spatial Data Analytics and Geoprocessing,ERTH90060
Earth Science Research Project 25,ERTH90061
Academic English 1,ESLA10003
Professional Speaking Communication,ESLA90001
Advanced Self-Editing,ESLA90002
Professional Literacies,ESLA90003
Intercultural Professional Communication,ESLA90004
Eurovisions,EURO10002
Language and Society in Europe,EURO20001
Screening Europe: Image and Identity,EURO20005
A Taste of Europe: Melbourne Intensive,EURO20007
Wines of the World,EURO20009
Language and Society in Europe,EURO30001
Screening Europe: Image and Identity,EURO30004
A Taste of Europe: Melbourne Intensive,EURO30006
Wines of the World,EURO30008
Introduction to European Critical Theory,EURO40001
Seminars in Languages and Linguistics A,EURO40002
Seminars in Languages and Linguistics B,EURO40003
The Global Environment,EVSC10001
Energy and the Environment,EVSC20006
Modelling the Real World,EVSC20007
Earth's Surface Processes,EVSC20008
Problem Solving in Environmental Science,EVSC30002
Environmental Risk Assessment,EVSC30003
Ecology of Urban Landscapes,EVSC30006
Landscape Ecosystem Project,EVSC30007
Energy Pathways to Net-Zero,EVSC30009
Environmental Impact Assessment,EVSC90015
Global Environmental Change,EVSC90017
Graduate Seminar: Environmental Science,EVSC90019
Environmental Modelling,EVSC90020
Bushfire Urban Planning,EVSC90022
Building Behaviour in Bushfires,EVSC90023
Water Sensitive Urban Design,EVSC90025
Environmental Sci. Research Project Pt 1,EVSC90034
Environmental Sci. Research Project Pt 2,EVSC90035
Industry Project in EnvironmentalSci Pt1,EVSC90036
Industry Project in EnvironmentalSci Pt2,EVSC90037
Studio Studies 1,FINA10025
Critical and Theoretical Studies 1,FINA10026
Critical and Theoretical Studies 2,FINA10032
Studio Studies 2,FINA10034
Still Life: Nature Morte,FINA10035
Life Drawing: The Body,FINA10036
Painting Techniques,FINA20026
Studio Studies 3,FINA20027
Critical and Theoretical Studies 3,FINA20029
Studio Studies 4,FINA20030
Critical and Theoretical Studies 4,FINA20032
Introduction to Printmaking Processes,FINA20033
Drawing with Anatomy,FINA20035
Under Camera Animation,FINA20036
The Figure in Performance,FINA20041
Light in Performance,FINA20043
Art and the Botanical,FINA20044
Introduction to Screenprinting,FINA20045
Studio Studies 6,FINA30002
Critical and Theoretical Studies 5,FINA30017
Critical and Theoretical Studies 6,FINA30018
Space Studio,FINA30022
Space in Performance,FINA30023
Performance Design Studio,FINA30024
Studio Options,FINA30025
Global Travelling Studio,FINA30026
Studio Studies 5,FINA30028
Visual Art Major Project,FINA40003
Studio Materials and Methods A,FINA60008
Studio Materials and Methods B,FINA60010
Contemporary Art Practice A,FINA60011
Contemporary Art Practice B,FINA60012
Critical Issues in Contemporary Art A,FINA60013
Critical Issues in Contemporary Art B,FINA60014
Studio Practice 1,FINA70006
Professional Perspectives,FINA70008
Studio Practice 2,FINA70009
Studio Project,FINA70011
Perspectives in Art & Cultural Theory 2,FINA90007
Perspectives in Art & Cultural Theory 3,FINA90008
Perspectives in Art & Cultural Theory 4,FINA90009
Screen Practice 1A,FLTV10006
Screen Practice 1B,FLTV10008
Screen Culture,FLTV10009
Making Movies 1,FLTV10010
Screenwriting Practices 1A,FLTV10012
Screenwriting Practices 1B,FLTV10015
Animation Studio 1A,FLTV10016
Animation History and Research,FLTV10017
Animation Studio 1B,FLTV10019
Animation Lab 1,FLTV10020
Making Micro Documentaries,FLTV10024
Introduction to Screenwriting,FLTV10025
Making Movies 2,FLTV20005
Screen Practice 2A,FLTV20006
Genre Screenwriting,FLTV20008
Screen Practice 2B,FLTV20009
Gaming and the Writer,FLTV20011
Screenwriting Practices 2A,FLTV20012
Animation Lab 2,FLTV20013
Animation Studio 2B,FLTV20016
Screenwriting Practices 2B,FLTV20017
Writing for the Youth Screen Market,FLTV20018
Writing Animation,FLTV20019
Melbourne Film Festival Studio,FLTV20021
Movies and Money 1,FLTV20022
Creating Sustainable Screen Productions,FLTV20023
Languages of the Screen,FLTV30009
Screen Adaptation,FLTV30015
Animation Lab 3,FLTV30018
Collaborative Production,FLTV30021
Making Movies 3 Practical Production,FLTV30022
Animation Studio 3A,FLTV30023
Animation Studio 3B,FLTV30024
Industry Perspectives,FLTV30026
Screen Practice 3B,FLTV30027
Screen Industry Focus,FLTV30028
Screenwriting Practices 3A,FLTV30029
Screenwriting Practices 3B,FLTV30030
Screen Practice 3A,FLTV30032
Film and Television Major Project,FLTV40007
Scriptwriting 2,FLTV70026
Documentary Projects 2A,FLTV70028
Documentary Projects 2B,FLTV70029
Narrative Projects 2A,FLTV70030
Narrative Projects 2B,FLTV70031
Storytelling Workshop,FLTV70041
Cinematic Writing,FLTV70042
Writing and Rewriting,FLTV70044
Business of Screenwriting,FLTV70045
Major Screenwriting Project,FLTV70047
Screen Language 2,FLTV90017
Festival and Marketplace,FLTV90035
Producing Screen Projects Part 1,FLTV90036
Production Collaboration 2 Part 1,FLTV90037
Creative Development Project,FLTV90038
Producing Screen Projects Part 2,FLTV90039
Production Collaboration 2 Part 2,FLTV90040
Producing in Industry: Attachment Part 1,FLTV90041
Producing in Industry: Attachment Part 2,FLTV90042
Producing in Industry: Research Part 1,FLTV90043
Producing in Industry: Research Part 2,FLTV90044
Screen Story 1,FLTV90045
Screen Story 2,FLTV90046
Screen Thinking 1,FLTV90047
Screen Thinking 2,FLTV90048
Screen Making 1,FLTV90049
Screen Making 2 (Filmmaking),FLTV90050
Screen Making 2 (Screen Producing),FLTV90051
Introductory Personal Finance,FNCE20003
Corporate Financial Decision Making,FNCE20005
Investments,FNCE30001
International Finance,FNCE30003
Entrepreneurial Finance,FNCE30006
Ethics in Finance,FNCE30009
Algorithmic Trading,FNCE30010
Essentials of Corporate Valuation,FNCE30011
Foundations of FinTech,FNCE30012
Advanced Corporate Finance,FNCE40001
Advanced Investments,FNCE40002
Numerical Techniques in Finance,FNCE40003
Research Methods in Finance,FNCE40004
Finance Research Essay,FNCE40006
Advanced Derivative Securities,FNCE40009
Advanced Derivative Securities,FNCE90005
Studies in Empirical Finance,FNCE90007
Research Report (Finance),FNCE90009
Derivative Securities,FNCE90011
Corporate Restructuring and Valuation,FNCE90012
Case Studies in Finance,FNCE90013
International Financial Management,FNCE90016
Corporate Financial Policy,FNCE90018
Finance Theory - Investments,FNCE90041
Special Topics in Finance A,FNCE90043
Special Topics in Finance B,FNCE90044
Treasury Management,FNCE90046
Financial Markets and Instruments,FNCE90047
Project Finance,FNCE90048
Property Development and Investment,FNCE90049
Fundamentals of Portfolio Management,FNCE90051
Investment Management,FNCE90056
Ethics In Finance,FNCE90057
Financial Management,FNCE90060
Capstone Studies in Finance,FNCE90062
Fundamentals of Finance,FNCE90065
Experimental Methods in Decision Studies,FNCE90070
DRFS Research Report Part 1,FNCE90071
DRFS Research Report Part 2,FNCE90072
Laboratory Rotation 1,FNCE90073
Laboratory Rotation 2,FNCE90074
Managerial Finance,FNCE90075
Empirical Corporate Finance,FNCE90076
Empirical Investments,FNCE90077
Algorithmic Trading,FNCE90078
Applied Research Project,FNCE90081
Applied Risk Management,FNCE90082
Data Analysis for Finance,FNCE90083
Fintech: Foundations and Applications,FNCE90084
Communicating Current Issues in Finance,FNCE90085
Sustainable Investment,FNCE90087
Seminars in Entrepreneurial Finance,FNCE90089
Thesis Workshop 1,FNCE90090
Thesis Workshop 2,FNCE90091
Beer Styles and Sensory Analysis,FOOD10001
Intro to Food Science & Human Nutrition,FOOD20003
Food Microbiology and Safety,FOOD20006
Principles of Brewing,FOOD20007
Food Processing & Preservation,FOOD30007
Advanced Food Analysis,FOOD30008
Food Research & Development,FOOD30009
Functional Foods,FOOD30010
Food Science Research Project Part 1,FOOD40001
Food Science Research Project Part 2,FOOD40002
